option_id,option_name,short_text,tags,selectable,raw_selectable,assignment_basis,equipment_groups,tier,raw_tier_index,option_level_raw,option_level_group_index,option_level_group_number,group_index_offset_from_raw_tier,enabled,roll_index,value_0,value_1,value_2
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",0,0,1000,0,1,0,True,8,39,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",0,0,1000,0,1,0,True,9,40,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,0,41,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,1,42,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,2,43,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,3,44,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,4,45,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,5,46,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,6,47,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,7,48,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,8,49,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",1,1,5090,1,2,0,True,9,50,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,0,51,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,1,52,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,2,53,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,3,54,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,4,55,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,5,56,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,6,57,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,7,58,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,8,59,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",2,2,17310,2,3,0,True,9,60,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,0,71,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,1,72,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,2,73,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,3,74,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,4,75,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,5,76,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,6,77,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,7,78,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,8,79,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",3,3,27500,3,4,0,True,9,80,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,0,81,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,1,82,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,2,83,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,3,84,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,4,85,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,5,86,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,6,87,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,7,88,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,8,89,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",4,4,28050,4,5,0,True,9,90,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,0,91,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,1,92,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,2,93,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,3,94,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,4,95,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,5,96,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,6,97,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,7,98,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,8,99,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,9,100,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,0,111,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,1,112,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,2,113,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,3,114,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,4,115,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,5,116,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,6,117,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,7,118,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,8,119,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,9,120,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,0,121,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,1,122,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,2,123,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,3,124,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,4,125,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,5,126,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,6,127,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,7,128,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,8,129,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,9,130,0,0
195,불속성공격력강화P,불 속성 공격력 증가 [0%],피해/속성/불,True,True,InstandardEquip.OptionsByItemType,"관,팔찌,귀걸이,망토,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,슬링,마술봉,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,격투무기,사슬닻,대포",8,8,40000,8,9,0,True,0,131,0,0
