source_file,block_index,section_type,section_group,file_offset_hex,open_slot_candidate,convertible_option_id,value_low16,value_high16,float_a,float_b,row_group,after_list_option_ids,evidence_level
item_option_open.dat,12,8,0,0x9940,5,925,172,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9958,6,928,40,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9970,7,682,4,0,2.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9988,8,716,24,0,8.0,8.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x99a0,9,716,28,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x99b8,10,716,33,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x99d0,11,109,6,0,8.0,8.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x99e8,12,109,7,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9a00,13,109,8,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9a18,14,683,80,0,7.0,6.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9a30,15,717,50,0,7.0,6.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9a48,16,695,60,0,8.0,8.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9a60,17,695,70,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9a78,18,695,80,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9a90,19,719,30,0,8.0,8.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9aa8,20,719,35,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,12,8,0,0x9ac0,21,719,40,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9bd8,1,63,420,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9bf0,2,67,420,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9c08,3,66,420,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9c20,4,64,420,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9c38,5,65,420,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9c50,6,68,420,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9c68,7,69,420,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9c80,8,327,210,0,2.0,2.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9c98,9,736,210,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9cb0,10,63,504,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9cc8,11,67,504,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9ce0,12,66,504,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9cf8,13,64,504,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9d10,14,65,504,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9d28,15,68,504,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9d40,16,69,504,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9d58,17,327,252,0,1.0,1.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9d70,18,736,252,0,6.0,6.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9ec0,1,796,3,1,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9ed8,2,797,3,1,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9ef0,3,800,3,1,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9f08,4,798,3,1,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9f20,5,799,3,1,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9f38,6,801,3,1,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9f50,7,802,3,1,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9f68,8,923,36,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9f80,9,926,36,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9f98,10,796,2,1,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9fb0,11,797,2,1,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9fc8,12,800,2,1,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9fe0,13,798,2,1,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0x9ff8,14,799,2,1,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa010,15,801,2,1,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa028,16,802,2,1,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa040,17,716,43,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa058,18,716,51,0,2.0,2.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa070,19,109,5,0,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa088,20,109,6,0,1.0,1.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa0a0,21,683,72,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa0b8,22,683,86,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa0d0,23,717,28,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa0e8,24,717,33,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa100,25,611,300,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa118,26,691,36,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa130,27,691,43,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa148,28,787,0,0,2.0,2.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa160,29,929,300,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa1a8,1,924,35,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa1c0,2,927,35,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa1d8,3,924,42,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa1f0,4,927,42,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa208,5,924,50,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa220,6,927,50,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa238,7,682,5,0,2.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa250,8,716,31,0,7.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa268,9,716,37,0,4.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa280,10,716,44,0,2.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa298,11,109,6,0,7.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa2b0,12,109,8,0,4.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa2c8,13,109,10,0,2.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa2e0,14,683,100,0,5.0,3.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa2f8,15,717,70,0,5.0,3.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa310,16,729,12,0,3.0,4.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa328,17,729,14,0,2.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa340,18,729,19,0,1.0,1.5,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa358,19,54,36,0,3.0,4.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa370,20,54,43,0,2.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa388,21,54,51,0,1.0,1.5,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa3a0,22,929,300,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa3b8,23,929,360,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa3d0,24,929,432,0,1.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa3e8,25,611,300,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa400,26,611,360,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa418,27,611,432,0,1.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa430,28,688,10,0,2.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa448,29,745,10,0,2.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa490,1,925,144,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa4a8,2,928,40,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa4c0,3,925,172,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa4d8,4,928,50,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa4f0,5,925,206,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa508,6,928,60,0,2.0,2.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa520,7,682,5,0,2.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa538,8,716,28,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa550,9,716,33,0,4.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa568,10,716,40,0,2.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa580,11,109,12,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa598,12,109,14,0,4.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa5b0,13,109,16,0,2.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa5c8,14,683,100,0,5.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa5e0,15,717,70,0,5.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa5f8,16,695,80,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa610,17,695,90,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa628,18,695,100,0,1.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa640,19,719,36,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa658,20,719,43,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa670,21,719,51,0,1.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa688,22,472,36,0,3.0,4.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa6a0,23,472,43,0,2.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa6b8,24,472,51,0,1.0,1.5,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa6d0,25,110,9,0,6.0,6.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa6e8,26,110,10,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa700,27,110,12,0,1.0,1.0,3,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa718,28,688,10,0,2.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,13,9,0,0xa730,29,745,10,0,2.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb338,1,63,60,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb350,2,67,60,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb368,3,66,60,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb380,4,64,60,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb398,5,65,60,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb3b0,6,68,60,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb3c8,7,69,60,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb3e0,8,327,30,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb3f8,9,736,80,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb620,1,63,66,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb638,2,67,66,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb650,3,66,66,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb668,4,64,66,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb680,5,65,66,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb698,6,68,66,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb6b0,7,69,66,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb6c8,8,327,33,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb6e0,9,923,10,0,13.0,13.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb6f8,10,926,10,0,13.0,13.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb908,1,924,10,0,11.0,11.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb920,2,924,12,0,6.0,6.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb938,3,927,10,0,11.0,11.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb950,4,927,12,0,6.0,6.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb968,5,716,21,0,8.0,8.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb980,6,716,26,0,3.0,3.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb998,7,109,2,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb9b0,8,109,3,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb9c8,9,683,30,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb9e0,10,717,15,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xb9f8,11,929,150,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xba10,12,611,150,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbbf0,1,925,100,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbc08,2,925,120,0,4.75,4.75,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbc20,3,928,10,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbc38,4,928,12,0,4.75,4.75,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbc50,5,682,3,0,0.5,0.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbc68,6,716,10,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbc80,7,716,15,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbc98,8,109,3,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbcb0,9,109,4,0,5.0,5.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbcc8,10,683,60,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbce0,11,717,40,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbcf8,12,695,50,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,15,7,1,0xbd10,13,719,25,0,10.0,10.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbee8,1,63,90,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbf00,2,67,90,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbf18,3,66,90,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbf30,4,64,90,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbf48,5,65,90,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbf60,6,68,90,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbf78,7,69,90,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbf90,8,327,45,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xbfa8,9,736,150,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc1d0,1,63,99,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc1e8,2,67,99,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc200,3,66,99,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc218,4,64,99,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc230,5,65,99,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc248,6,68,99,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc260,7,69,99,0,5.0,5.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc278,8,327,49,0,3.0,3.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc290,9,923,20,0,8.25,8.25,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc2a8,10,926,20,0,8.25,8.25,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc2c0,11,109,1,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc2d8,12,109,2,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc2f0,13,683,60,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc308,14,683,72,0,4.5,4.5,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc320,15,717,20,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc338,16,717,24,0,4.5,4.5,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc350,17,716,30,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc368,18,716,36,0,4.5,4.5,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc4b8,1,924,20,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc4d0,2,924,24,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc4e8,3,927,10,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc500,4,927,12,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc518,5,716,26,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc530,6,716,31,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc548,7,109,3,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc560,8,109,4,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc578,9,683,36,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc590,10,717,18,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc5a8,11,929,250,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc5c0,12,929,300,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc5d8,13,611,250,0,9.5,9.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc5f0,14,611,300,0,4.0,4.0,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc7a0,1,925,100,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc7b8,2,925,120,0,4.6,4.6,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc7d0,3,928,10,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc7e8,4,928,12,0,4.6,4.6,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc800,5,682,4,0,0.5,0.5,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc818,6,716,15,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc830,7,716,20,0,4.6,4.6,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc848,8,109,5,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc860,9,109,6,0,4.5,4.5,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc878,10,683,80,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc890,11,717,50,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc8a8,12,695,100,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc8c0,13,695,120,0,4.6,4.6,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc8d8,14,719,30,0,9.0,9.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,16,8,1,0xc8f0,15,719,36,0,4.6,4.6,2,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xca98,1,63,210,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcab0,2,67,210,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcac8,3,66,210,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcae0,4,64,210,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcaf8,5,65,210,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcb10,6,68,210,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcb28,7,69,210,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcb40,8,327,105,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcb58,9,736,175,0,12.0,12.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcd80,1,63,231,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcd98,2,67,231,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcdb0,3,66,231,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcdc8,4,64,231,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcde0,5,65,231,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xcdf8,6,68,231,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xce10,7,69,231,0,4.0,4.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xce28,8,327,115,0,2.0,2.0,1,29,confirmed_table_row_unresolved_axis
item_option_open.dat,17,9,1,0xce40,9,923,30,0,7.0,7.0,1,29,confirmed_table_row_unresolved_axis
