converter_type,converter_probability,converter_probability_source,equipment_bucket,item_group_ids,item_group_names,grade_code,grade_name,section_group,open_slot,candidate_index,option_id,option_name,option_value_arity,option_display,value_raw,value_0_low16,value_1_high16,normal_probability,improved_probability,option_tier,probability_sum_valid,source_file_name,source_block_index,source_file_offset,mapping_basis,mapping_confidence
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,1,13,64,지혜상승,1,지혜 +172,172,172,0,5,5,2,true,item_option_open.dat,42,0x1efe8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,1,14,65,지식상승,1,지식 +172,172,172,0,5,5,2,true,item_option_open.dat,42,0x1f000,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,1,15,68,카리스마상승,1,카리스마 +172,172,172,0,5,5,2,true,item_option_open.dat,42,0x1f018,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,1,16,69,행운상승,1,운 +172,172,172,0,5,5,2,true,item_option_open.dat,42,0x1f030,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,1,17,327,모든능력치증가,1,모든 스탯 86 증가,86,86,0,1,1,2,true,item_option_open.dat,42,0x1f048,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,6,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,1,18,736,현아이템착용레벨감소,1,이 아이템의 착용 레벨 -259,259,259,0,6,6,2,true,item_option_open.dat,42,0x1f060,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,1,796,레벨비례힘상승,2,힘 +1/레벨 4,65540,4,1,4,4,1,true,item_option_open.dat,42,0x1f1b0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,2,797,레벨비례민첩성상승,2,민첩성 +1/레벨 4,65540,4,1,4,4,1,true,item_option_open.dat,42,0x1f1c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,3,800,레벨비례지식상승,2,지식 +1/레벨 4,65540,4,1,4,4,1,true,item_option_open.dat,42,0x1f1e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,4,798,레벨비례건강상승,2,건강 +1/레벨 4,65540,4,1,4,4,1,true,item_option_open.dat,42,0x1f1f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,5,799,레벨비례지혜상승,2,지혜 +1/레벨 4,65540,4,1,4,4,1,true,item_option_open.dat,42,0x1f210,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,6,801,레벨비례카리스마상승,2,카리스마 +1/레벨 4,65540,4,1,4,4,1,true,item_option_open.dat,42,0x1f228,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,7,802,레벨비례운상승,2,운 +1/레벨 4,65540,4,1,4,4,1,true,item_option_open.dat,42,0x1f240,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,8,796,레벨비례힘상승,2,힘 +1/레벨 3,65539,3,1,2,2,2,true,item_option_open.dat,42,0x1f258,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,9,797,레벨비례민첩성상승,2,민첩성 +1/레벨 3,65539,3,1,2,2,2,true,item_option_open.dat,42,0x1f270,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,10,800,레벨비례지식상승,2,지식 +1/레벨 3,65539,3,1,2,2,2,true,item_option_open.dat,42,0x1f288,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,11,798,레벨비례건강상승,2,건강 +1/레벨 3,65539,3,1,2,2,2,true,item_option_open.dat,42,0x1f2a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,12,799,레벨비례지혜상승,2,지혜 +1/레벨 3,65539,3,1,2,2,2,true,item_option_open.dat,42,0x1f2b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,13,801,레벨비례카리스마상승,2,카리스마 +1/레벨 3,65539,3,1,2,2,2,true,item_option_open.dat,42,0x1f2d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,14,802,레벨비례운상승,2,운 +1/레벨 3,65539,3,1,2,2,2,true,item_option_open.dat,42,0x1f2e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,10,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,15,353,최대CP증가P,1,최대 CP 증가 70%,70,70,0,10,10,1,true,item_option_open.dat,42,0x1f300,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,16,353,최대CP증가P,1,최대 CP 증가 84%,84,84,0,4.5,4.5,2,true,item_option_open.dat,42,0x1f318,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,10,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,17,352,최대체력증가P,1,최대 HP 증가 55%,55,55,0,10,10,1,true,item_option_open.dat,42,0x1f330,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,18,352,최대체력증가P,1,최대 HP 증가 66%,66,66,0,4.5,4.5,2,true,item_option_open.dat,42,0x1f348,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,10,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,19,74,공격속도증가,1,공격 속도 증가 8%,8,8,0,10,10,1,true,item_option_open.dat,42,0x1f360,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,20,74,공격속도증가,1,공격 속도 증가 9%,9,9,0,4.5,4.5,2,true,item_option_open.dat,42,0x1f378,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,10,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,21,351,방어력증가P,1,방어력 증가 60%,60,60,0,10,10,1,true,item_option_open.dat,42,0x1f390,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,2,22,351,방어력증가P,1,방어력 증가 72%,72,72,0,4.5,4.5,2,true,item_option_open.dat,42,0x1f3a8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,1,730,CP획득보너스P,1,CP 획득량 증가 14％,14,14,0,9,9,1,true,item_option_open.dat,42,0x1f498,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,2,730,CP획득보너스P,1,CP 획득량 증가 16％,16,16,0,4,4,2,true,item_option_open.dat,42,0x1f4b0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,3,730,CP획득보너스P,1,CP 획득량 증가 19％,19,19,0,2,2,3,true,item_option_open.dat,42,0x1f4c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,4,721,무기최소공격력증가,1,무기 최소 공격력 +12,12,12,0,9,9,1,true,item_option_open.dat,42,0x1f4e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,5,721,무기최소공격력증가,1,무기 최소 공격력 +14,14,14,0,4,4,2,true,item_option_open.dat,42,0x1f4f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,6,721,무기최소공격력증가,1,무기 최소 공격력 +19,19,19,0,2,2,3,true,item_option_open.dat,42,0x1f510,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,7,74,공격속도증가,1,공격 속도 증가 12%,12,12,0,8,8,1,true,item_option_open.dat,42,0x1f528,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,8,74,공격속도증가,1,공격 속도 증가 14%,14,14,0,4,4,2,true,item_option_open.dat,42,0x1f540,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,9,74,공격속도증가,1,공격 속도 증가 19%,19,19,0,2,2,3,true,item_option_open.dat,42,0x1f558,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,10,722,무기최대공격력증가,1,무기 최대 공격력 +6,6,6,0,8,8,1,true,item_option_open.dat,42,0x1f570,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,11,722,무기최대공격력증가,1,무기 최대 공격력 +7,7,7,0,4,4,2,true,item_option_open.dat,42,0x1f588,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,12,722,무기최대공격력증가,1,무기 최대 공격력 +8,8,8,0,2,2,3,true,item_option_open.dat,42,0x1f5a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,13,353,최대CP증가P,1,최대 CP 증가 19%,19,19,0,8,8,1,true,item_option_open.dat,42,0x1f5b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,14,353,최대CP증가P,1,최대 CP 증가 22%,22,22,0,4,4,2,true,item_option_open.dat,42,0x1f5d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,15,353,최대CP증가P,1,최대 CP 증가 30%,30,30,0,2,2,3,true,item_option_open.dat,42,0x1f5e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,16,302,이동속도증가,1,이동 속도 증가 24%,24,24,0,8,8,1,true,item_option_open.dat,42,0x1f600,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,17,302,이동속도증가,1,이동 속도 증가 28%,28,28,0,4,4,2,true,item_option_open.dat,42,0x1f618,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,18,302,이동속도증가,1,이동 속도 증가 33%,33,33,0,2,2,3,true,item_option_open.dat,42,0x1f630,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,19,351,방어력증가P,1,방어력 증가 20%,20,20,0,8,8,1,true,item_option_open.dat,42,0x1f648,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,20,351,방어력증가P,1,방어력 증가 30%,30,30,0,4,4,2,true,item_option_open.dat,42,0x1f660,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,3,21,351,방어력증가P,1,방어력 증가 40%,40,40,0,2,2,3,true,item_option_open.dat,42,0x1f678,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,12,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,1,463,치명타대미지증가,1,물리 치명타 대미지 증가 30%,30,30,0,12,10.4375,1,true,item_option_open.dat,42,0x1f780,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5.625,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,2,463,치명타대미지증가,1,물리 치명타 대미지 증가 36%,36,36,0,5.625,5,2,true,item_option_open.dat,42,0x1f798,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,3,463,치명타대미지증가,1,물리 치명타 대미지 증가 43%,43,43,0,3,3,3,true,item_option_open.dat,42,0x1f7b0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,12,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,4,352,최대체력증가P,1,최대 HP 증가 84%,84,84,0,12,10.4375,1,true,item_option_open.dat,42,0x1f7c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5.625,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,5,352,최대체력증가P,1,최대 HP 증가 100%,100,100,0,5.625,5,2,true,item_option_open.dat,42,0x1f7e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,6,352,최대체력증가P,1,최대 HP 증가 120%,120,120,0,3,3,3,true,item_option_open.dat,42,0x1f7f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,7,461,마법치명타확률증가,1,마법 치명타 확률(％) +9%,9,9,0,2,3,1,true,item_option_open.dat,42,0x1f810,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,8,461,마법치명타확률증가,1,마법 치명타 확률(％) +10%,10,10,0,1,1.5,2,true,item_option_open.dat,42,0x1f828,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,0.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,9,461,마법치명타확률증가,1,마법 치명타 확률(％) +11%,11,11,0,0.5,0.75,3,true,item_option_open.dat,42,0x1f840,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,12,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,10,722,무기최대공격력증가,1,무기 최대 공격력 +12,12,12,0,12,10.4375,1,true,item_option_open.dat,42,0x1f858,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5.625,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,11,722,무기최대공격력증가,1,무기 최대 공격력 +14,14,14,0,5.625,5,2,true,item_option_open.dat,42,0x1f870,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,12,722,무기최대공격력증가,1,무기 최대 공격력 +19,19,19,0,3,3,3,true,item_option_open.dat,42,0x1f888,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,12,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,13,201,마법공격력강화P,1,마법 공격력 증가 24%,24,24,0,12,10.4375,1,true,item_option_open.dat,42,0x1f8a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5.625,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,14,201,마법공격력강화P,1,마법 공격력 증가 28%,28,28,0,5.625,5,2,true,item_option_open.dat,42,0x1f8b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,15,201,마법공격력강화P,1,마법 공격력 증가 33%,33,33,0,3,3,3,true,item_option_open.dat,42,0x1f8d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,16,727,스탯저하저항,1,필드의 능력치 하락 저항(％) +3%,3,3,0,2,3,1,true,item_option_open.dat,42,0x1f8e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,17,727,스탯저하저항,1,필드의 능력치 하락 저항(％) +4%,4,4,0,1,1.5,2,true,item_option_open.dat,42,0x1f900,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,0.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,18,727,스탯저하저항,1,필드의 능력치 하락 저항(％) +5%,5,5,0,0.5,0.75,3,true,item_option_open.dat,42,0x1f918,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,19,464,더블크리티컬대미지증가,1,물리 더블 크리티컬 대미지 증가 10%,10,10,0,2,3,1,true,item_option_open.dat,42,0x1f930,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,20,464,더블크리티컬대미지증가,1,물리 더블 크리티컬 대미지 증가 11%,11,11,0,1,1.5,2,true,item_option_open.dat,42,0x1f948,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,0.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,21,464,더블크리티컬대미지증가,1,물리 더블 크리티컬 대미지 증가 12%,12,12,0,0.5,0.75,3,true,item_option_open.dat,42,0x1f960,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,22,752,마법 치명타 대미지 증가,1,마법 치명타 대미지 증가 6%,6,6,0,2,3,1,true,item_option_open.dat,42,0x1f978,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,23,752,마법 치명타 대미지 증가,1,마법 치명타 대미지 증가 7%,7,7,0,1,1.5,2,true,item_option_open.dat,42,0x1f990,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,0.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,24,752,마법 치명타 대미지 증가,1,마법 치명타 대미지 증가 8%,8,8,0,0.5,0.75,3,true,item_option_open.dat,42,0x1f9a8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,25,724,최종공격력증가P,1,최종 공격력 증가 3％,3,3,0,2,3,1,true,item_option_open.dat,42,0x1f9c0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,26,724,최종공격력증가P,1,최종 공격력 증가 4％,4,4,0,1,1.5,2,true,item_option_open.dat,42,0x1f9d8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,0.5,float_a,귀걸이/망토,"10,11","귀걸이,망토",8,DX 유니크,0,4,27,724,최종공격력증가P,1,최종 공격력 증가 5％,5,5,0,0.5,0.75,3,true,item_option_open.dat,42,0x1f9f0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,1,63,힘상승,1,힘 +172,172,172,0,7,7,1,true,item_option_open.dat,43,0x1fa7c,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,2,67,민첩성상승,1,민첩성 +172,172,172,0,7,7,1,true,item_option_open.dat,43,0x1fa94,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,3,66,건강상승,1,건강 +172,172,172,0,7,7,1,true,item_option_open.dat,43,0x1faac,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,4,64,지혜상승,1,지혜 +172,172,172,0,7,7,1,true,item_option_open.dat,43,0x1fac4,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,5,65,지식상승,1,지식 +172,172,172,0,7,7,1,true,item_option_open.dat,43,0x1fadc,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,6,68,카리스마상승,1,카리스마 +172,172,172,0,7,7,1,true,item_option_open.dat,43,0x1faf4,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,7,69,행운상승,1,운 +172,172,172,0,7,7,1,true,item_option_open.dat,43,0x1fb0c,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,8,327,모든능력치증가,1,모든 스탯 86 증가,86,86,0,2,2,1,true,item_option_open.dat,43,0x1fb24,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,9,736,현아이템착용레벨감소,1,이 아이템의 착용 레벨 -216,216,216,0,7,7,1,true,item_option_open.dat,43,0x1fb3c,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,10,63,힘상승,1,힘 +206,206,206,0,5,5,2,true,item_option_open.dat,43,0x1fb54,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,11,67,민첩성상승,1,민첩성 +206,206,206,0,5,5,2,true,item_option_open.dat,43,0x1fb6c,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,12,66,건강상승,1,건강 +206,206,206,0,5,5,2,true,item_option_open.dat,43,0x1fb84,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,13,64,지혜상승,1,지혜 +206,206,206,0,5,5,2,true,item_option_open.dat,43,0x1fb9c,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,14,65,지식상승,1,지식 +206,206,206,0,5,5,2,true,item_option_open.dat,43,0x1fbb4,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,15,68,카리스마상승,1,카리스마 +206,206,206,0,5,5,2,true,item_option_open.dat,43,0x1fbcc,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,16,69,행운상승,1,운 +206,206,206,0,5,5,2,true,item_option_open.dat,43,0x1fbe4,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,17,327,모든능력치증가,1,모든 스탯 103 증가,103,103,0,1,1,2,true,item_option_open.dat,43,0x1fbfc,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,6,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,1,18,736,현아이템착용레벨감소,1,이 아이템의 착용 레벨 -259,259,259,0,6,6,2,true,item_option_open.dat,43,0x1fc14,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,2,1,796,레벨비례힘상승,2,힘 +1/레벨 3,65539,3,1,4,4,1,true,item_option_open.dat,43,0x1fd64,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,2,2,797,레벨비례민첩성상승,2,민첩성 +1/레벨 3,65539,3,1,4,4,1,true,item_option_open.dat,43,0x1fd7c,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,귀걸이/망토,"10,11","귀걸이,망토",9,ULT 유니크,0,2,3,800,레벨비례지식상승,2,지식 +1/레벨 3,65539,3,1,4,4,1,true,item_option_open.dat,43,0x1fd94,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
